,restName,from,orderTime,extras,isDelivered,itemCount,sentBy,isPaid,paidBy,itemVal,closedBy,table,sendTime,closedAt,item,orderCaption,discount,discountAt,discountBy,discountPercentage
102,Vivaldi Özlüce,cozluceadmin,2021-09-20 16:09:31.210000+00:00,[],True,1.0,,True,cash,14.0,cozluceadmin,b4,,2021-09-20 16:42:29.616000+00:00,DİBEK KAHVESİ,,,,,
103,Vivaldi Özlüce,cozluceadmin,2021-09-20 16:09:35.940000+00:00,[],True,1.0,,True,cash,16.0,cozluceadmin,b4,,2021-09-20 16:42:29.616000+00:00,COFFEE LATTE,,,,,
104,Vivaldi Özlüce,cozluceadmin,2021-09-20 16:09:38.792000+00:00,[],True,1.0,,True,cash,30.0,cozluceadmin,b4,,2021-09-20 16:42:29.616000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
105,Vivaldi Özlüce,cozluceadmin,2021-09-20 16:09:46.197000+00:00,[],True,2.0,,True,cash,10.0,cozluceadmin,b4,,2021-09-20 16:42:29.616000+00:00,SU,,,,,
106,Vivaldi Harmony,adyan,2021-09-20 16:10:17.469000+00:00,[],True,2.0,gorkemk,True,card,15.0075,vharmonyadmin,b4,2021-09-20 16:12:06.914000+00:00,2021-09-20 16:18:53.131000+00:00,vanilyalı ,,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
107,Vivaldi Görükle,vgorukle,2021-09-20 16:14:34.356000+00:00,[],True,1.0,,True,card,14.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,GELENEKSEL TÜRK KAHVESİ,,,,,
108,Vivaldi Görükle,vgorukle,2021-09-20 16:14:36.639000+00:00,[],True,1.0,,True,card,15.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,DAMLA SAKIZLI TÜRK KAHVESİ ,,,,,
109,Vivaldi Görükle,vgorukle,2021-09-20 16:14:44.571000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b2,,2021-09-20 16:38:05.260000+00:00,VİVALDİ BOMBA,,,,,
110,Vivaldi Görükle,vgorukle,2021-09-20 16:14:54.533000+00:00,[],True,1.0,,True,card,14.0,vgorukle,b2,,2021-09-20 16:38:05.260000+00:00,AMERİCANO,,,,,
111,Vivaldi Görükle,vgorukle,2021-09-20 16:14:57.832000+00:00,[],True,1.0,,True,card,18.0,vgorukle,b2,,2021-09-20 16:38:05.260000+00:00,BAL TARÇIN LATTE ,,,,,
112,Vivaldi Harmony,adyan,2021-09-20 16:15:16.255000+00:00,[],True,1.0,adyan,True,cash,4.25,vharmonyadmin,d4,2021-09-20 16:16:15.233000+00:00,2021-09-20 18:49:25.711000+00:00,SİYAH ÇAY,,True,2021-09-20 18:47:28.524000+00:00,vharmonyadmin,15.0
113,Vivaldi Harmony,adyan,2021-09-20 16:15:22.869999+00:00,[],True,1.0,adyan,True,cash,11.9,vharmonyadmin,d4,2021-09-20 16:16:13.214999+00:00,2021-09-20 18:49:25.711000+00:00,GELENEKSEL TÜRK KAHVESİ,,True,2021-09-20 18:47:28.524000+00:00,vharmonyadmin,15.0
114,Vivaldi Harmony,adyan,2021-09-20 16:16:06.790999+00:00,[],True,1.0,adyan,True,card,5.0024999999999995,vharmonyadmin,b4,2021-09-20 16:16:12.089999+00:00,2021-09-20 16:18:53.131000+00:00,SU,,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
115,Vivaldi Harmony,adyan,2021-09-20 16:18:34.886000+00:00,[],True,1.0,gorkemk,True,card,4.35,vharmonyadmin,b4,2021-09-20 16:18:45.039000+00:00,2021-09-20 16:18:53.131000+00:00,SU,,True,2021-09-20 16:18:48.518000+00:00,vharmonyadmin,13.0
116,Vivaldi Harmony,adyan,2021-09-20 16:21:03.816000+00:00,[],True,1.0,gorkemk,True,card,5.0,vharmonyadmin,d8,2021-09-20 16:22:35.956000+00:00,2021-09-20 16:49:49.709000+00:00,SU,,,,,
117,Vivaldi Harmony,adyan,2021-09-20 16:21:05.687000+00:00,[],True,1.0,gorkemk,True,card,7.0,vharmonyadmin,d8,2021-09-20 16:22:37.214999+00:00,2021-09-20 16:49:49.709000+00:00,SODA,,,,,
118,Vivaldi Harmony,adyan,2021-09-20 16:29:03.486000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d10,2021-09-20 16:33:41.043999+00:00,2021-09-20 17:00:33.055000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
119,Vivaldi Harmony,adyan,2021-09-20 16:29:05.439000+00:00,[],True,1.0,gorkemk,True,card,5.0,vharmonyadmin,d10,2021-09-20 16:30:38.595000+00:00,2021-09-20 17:00:33.055000+00:00,SİYAH ÇAY,,,,,
120,Vivaldi Harmony,adyan,2021-09-20 16:29:15.440000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,d2,2021-09-20 16:35:51.917999+00:00,2021-09-20 17:47:15.876000+00:00,VİVALDİ CUP (ÇİLEK/MUZ),muz ,,,,
121,Vivaldi Harmony,adyan,2021-09-20 16:29:18.132999+00:00,[],True,1.0,gorkemk,True,cash,28.0,vharmonyadmin,d2,2021-09-20 16:35:49.302000+00:00,2021-09-20 17:47:18.632000+00:00,Vivaldi tiremisu,,,,,
122,Vivaldi Harmony,adyan,2021-09-20 16:29:24.463000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d2,2021-09-20 16:30:40.621999+00:00,2021-09-20 17:47:18.632000+00:00,SİYAH ÇAY,,,,,
123,Vivaldi Harmony,adyan,2021-09-20 16:29:28.897000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d2,2021-09-20 16:35:55.661000+00:00,2021-09-20 17:47:18.632000+00:00,SU,,,,,
124,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 16:29:29.184000+00:00,[],True,1.0,,True,cash,30.0,vivaldisoganli,s6,,2021-09-20 17:04:15.167000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
125,Vivaldi Harmony,adyan,2021-09-20 16:30:41.392999+00:00,[],True,1.0,gorkemk,True,card,15.0,vharmonyadmin,d6,2021-09-20 16:38:01.687000+00:00,2021-09-20 17:01:29.857000+00:00,DAĞ ÇİLEKLİ TÜRK KAHVESİ,sade ,,,,
126,Vivaldi Harmony,adyan,2021-09-20 16:32:30.630000+00:00,[],True,1.0,gorkemk,True,card,15.0,vharmonyadmin,s4,2021-09-20 16:42:22.943000+00:00,2021-09-20 16:59:46.746000+00:00,YEŞİL ÇAY ,,,,,
127,Vivaldi Harmony,adyan,2021-09-20 16:32:33.268000+00:00,[],True,1.0,gorkemk,True,card,16.0,vharmonyadmin,s4,2021-09-20 16:42:24.510999+00:00,2021-09-20 16:59:46.746000+00:00,CAPPUCCİNO,,,,,
128,Vivaldi Harmony,adyan,2021-09-20 16:32:47.524000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,s4,2021-09-20 16:35:58.599999+00:00,2021-09-20 16:59:46.746000+00:00,SAN SEBASTİAN CHEESECAKE,çoklet yanında ,,,,
129,Vivaldi Harmony,adyan,2021-09-20 16:34:21.236000+00:00,[],True,1.0,gorkemk,True,card,5.0,vharmonyadmin,d6,2021-09-20 16:36:30.282999+00:00,2021-09-20 17:01:29.857000+00:00,SİYAH ÇAY,,,,,
130,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 16:35:06.193000+00:00,[],True,2.0,,True,cash,28.0,vivaldisoganli,s6,,2021-09-20 17:04:15.167000+00:00,GELENEKSEL TÜRK KAHVESİ,,,,,
131,Vivaldi Harmony,adyan,2021-09-20 16:37:34.332000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d2,2021-09-20 16:38:02.638000+00:00,2021-09-20 17:47:18.632000+00:00,SU,,,,,
132,Vivaldi Görükle,vgorukle,2021-09-20 16:38:18.550000+00:00,[],True,1.0,,True,card,14.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,GELENEKSEL TÜRK KAHVESİ,,,,,
133,Vivaldi Harmony,adyan,2021-09-20 16:38:20.803000+00:00,[],True,1.0,gorkemk,True,cash,30.0,vharmonyadmin,b7,2021-09-20 16:40:39.954999+00:00,2021-09-20 16:55:26.630000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
134,Vivaldi Harmony,gorkemk,2021-09-20 16:38:21.505000+00:00,[],True,1.0,gorkemk,True,cash,25.5,vharmonyadmin,d4,2021-09-20 16:38:25.470000+00:00,2021-09-20 18:49:25.711000+00:00,SAN SEBASTİAN CHEESECAKE,,True,2021-09-20 18:47:28.524000+00:00,vharmonyadmin,15.0
135,Vivaldi Görükle,vgorukle,2021-09-20 16:38:24.662000+00:00,[],True,1.0,,True,card,15.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,DAMLA SAKIZLI TÜRK KAHVESİ ,,,,,
136,Vivaldi Görükle,vgorukle,2021-09-20 16:38:30.460000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,VİVALDİ BROWNIE,,,,,
137,Vivaldi Görükle,vgorukle,2021-09-20 16:38:32.223000+00:00,[],True,1.0,,True,card,30.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,VİVALDİ BROWNIE,,,,,
138,Vivaldi Harmony,adyan,2021-09-20 16:38:42.609000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,b7,2021-09-20 16:40:41.338999+00:00,2021-09-20 16:55:26.630000+00:00,SU,,,,,
139,Vivaldi Görükle,vgorukle,2021-09-20 16:39:26.043000+00:00,[],True,1.0,,True,cash,14.0,vgorukle,b5,,2021-09-20 16:52:15.709000+00:00,GELENEKSEL TÜRK KAHVESİ,,,,,
140,Vivaldi Görükle,vgorukle,2021-09-20 16:40:39.841000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,SU,,,,,
141,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 16:41:49.394999+00:00,[],True,2.0,,True,card,10.0,vivaldisoganli,b1,,2021-09-20 17:00:17.148000+00:00,SİYAH ÇAY,,,,,
142,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 16:42:00.746999+00:00,[],True,1.0,,True,cash,5.0,vivaldisoganli,s6,,2021-09-20 17:04:15.167000+00:00,SU,,,,,
143,Vivaldi Harmony,adyan,2021-09-20 16:42:58.839999+00:00,[],True,1.0,gorkemk,True,card,20.009999999999998,vharmonyadmin,d5,2021-09-20 16:48:56.102999+00:00,2021-09-20 17:37:34.957000+00:00,AROMALI ICE MOCHA,cramel ,True,2021-09-20 17:37:30.281000+00:00,vharmonyadmin,13.0
144,Vivaldi Harmony,adyan,2021-09-20 16:43:14.977999+00:00,[],True,1.0,gorkemk,True,card,30.015,vharmonyadmin,d5,2021-09-20 16:48:57.052000+00:00,2021-09-20 17:37:34.957000+00:00,SAN SEBASTİAN CHEESECAKE,,True,2021-09-20 17:37:30.281000+00:00,vharmonyadmin,13.0
145,Vivaldi Harmony,adyan,2021-09-20 16:43:17.538000+00:00,[],True,1.0,gorkemk,True,card,5.0024999999999995,vharmonyadmin,d5,2021-09-20 16:48:58.118000+00:00,2021-09-20 17:37:34.957000+00:00,SU,,True,2021-09-20 17:37:30.281000+00:00,vharmonyadmin,13.0
146,Vivaldi Harmony,adyan,2021-09-20 16:43:22.211999+00:00,[],True,1.0,gorkemk,True,card,30.015,vharmonyadmin,d5,2021-09-20 16:48:59.217999+00:00,2021-09-20 17:37:34.957000+00:00,Vivaldi Brownie,,True,2021-09-20 17:37:30.281000+00:00,vharmonyadmin,13.0
147,Vivaldi Harmony,adyan,2021-09-20 16:45:13.295000+00:00,[],True,1.0,gorkemk,True,card,3.0,vharmonyadmin,b1,2021-09-20 16:45:32.903000+00:00,2021-09-20 17:23:28.613000+00:00,SİYAH ÇAY,,True,2021-09-20 17:23:24.180000+00:00,vharmonyadmin,40.0
148,Vivaldi Harmony,adyan,2021-09-20 16:45:21.944000+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,b1,2021-09-20 16:45:31.927000+00:00,2021-09-20 17:23:17.303000+00:00,Vivaldi Brownie,,,,,
149,Vivaldi Harmony,adyan,2021-09-20 16:46:21.089999+00:00,[],True,1.0,gorkemk,True,card,5.0,vharmonyadmin,d10,2021-09-20 16:49:01.052000+00:00,2021-09-20 17:00:33.055000+00:00,SU,,,,,
150,Vivaldi Harmony,adyan,2021-09-20 16:46:24.164999+00:00,[],True,1.0,gorkemk,True,card,20.0,vharmonyadmin,d10,2021-09-20 16:49:00.151999+00:00,2021-09-20 17:00:33.055000+00:00,ÇİLEKLİ LİMONATA,,,,,
151,Vivaldi Harmony,adyan,2021-09-20 16:51:09.902000+00:00,[],True,2.0,gorkemk,True,cash,10.0,vharmonyadmin,d17,2021-09-20 16:54:52.506000+00:00,2021-09-20 17:17:56.672000+00:00,SİYAH ÇAY,,,,,
152,Vivaldi Görükle,vgorukle,2021-09-20 16:54:23.189000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 17:17:28.321000+00:00,SU,,,,,
153,Vivaldi Harmony,adyan,2021-09-20 16:55:41.707999+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d17,2021-09-20 16:56:28.757999+00:00,2021-09-20 17:17:56.672000+00:00,SİYAH ÇAY,,,,,
154,Vivaldi Görükle,vgorukle,2021-09-20 16:57:01.449000+00:00,[],True,145.0,,True,card,43.5,vgorukle,b11,,2021-09-20 16:58:19.166000+00:00,EL YAPIMI BELÇİKA ÇİKOLATASI GR,,,,,
155,Vivaldi Harmony,gorkemk,2021-09-20 16:57:17.997999+00:00,[],True,2.0,gorkemk,True,cash,8.5,vharmonyadmin,d4,2021-09-20 16:57:20.982000+00:00,2021-09-20 18:49:25.711000+00:00,SİYAH ÇAY,,True,2021-09-20 18:47:28.524000+00:00,vharmonyadmin,15.0
156,Vivaldi Harmony,adyan,2021-09-20 16:58:17.377000+00:00,[],True,1.0,gorkemk,True,card,16.0,vharmonyadmin,d19,2021-09-20 17:03:58.713999+00:00,2021-09-20 17:20:00.776000+00:00,COFFEE LATTE,,,,,
157,Vivaldi Harmony,adyan,2021-09-20 16:58:44.325000+00:00,[],True,1.0,gorkemk,True,cash,14.0,vharmonyadmin,d8,2021-09-20 17:04:00.206000+00:00,2021-09-20 19:01:27.536000+00:00,GELENEKSEL TÜRK KAHVESİ,orta,,,,
158,Vivaldi Harmony,adyan,2021-09-20 16:58:45.807000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d8,2021-09-20 17:04:02.197999+00:00,2021-09-20 19:01:27.536000+00:00,SİYAH ÇAY,,,,,
159,Vivaldi Harmony,adyan,2021-09-20 16:58:48.611000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d8,2021-09-20 17:08:27.096999+00:00,2021-09-20 19:01:27.536000+00:00,SU,,,,,
160,Vivaldi Harmony,adyan,2021-09-20 16:58:52.660000+00:00,[],True,1.0,gorkemk,True,cash,30.0,vharmonyadmin,d8,2021-09-20 17:08:28.239000+00:00,2021-09-20 19:01:27.536000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
161,Vivaldi Harmony,adyan,2021-09-20 16:59:56.699000+00:00,[],True,1.0,adyan,True,card,4.455,vharmonyadmin,d11,2021-09-20 17:06:09.523000+00:00,2021-09-20 17:40:36.729000+00:00,SİYAH ÇAY,,True,2021-09-20 17:39:00.925000+00:00,vharmonyadmin,10.0
162,Vivaldi Harmony,adyan,2021-09-20 17:01:43.496000+00:00,[],True,2.0,gorkemk,True,card,60.0,vharmonyadmin,d16,2021-09-20 17:08:40.476999+00:00,2021-09-20 17:31:41.937000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
163,Vivaldi Harmony,adyan,2021-09-20 17:01:52.420000+00:00,[],True,2.0,gorkemk,True,card,10.0,vharmonyadmin,d16,2021-09-20 17:03:55.121999+00:00,2021-09-20 17:31:41.937000+00:00,SİYAH ÇAY,,,,,
164,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 17:04:39.210999+00:00,[],True,2.0,,True,cash,10.0,vivaldisoganli,b1,,2021-09-20 17:40:36.351999+00:00,SİYAH ÇAY,,,,,
165,Vivaldi Harmony,adyan,2021-09-20 17:05:45.099999+00:00,[],True,2.0,gorkemk,True,card,10.0,vharmonyadmin,b8,2021-09-20 17:08:41.397000+00:00,2021-09-20 17:31:13.872000+00:00,SİYAH ÇAY,,,,,
166,Vivaldi Harmony,adyan,2021-09-20 17:05:59.181999+00:00,[],True,1.0,gorkemk,True,card,30.0,vharmonyadmin,b8,2021-09-20 17:08:42.288000+00:00,2021-09-20 17:31:13.872000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
167,Vivaldi Harmony,adyan,2021-09-20 17:09:28.020999+00:00,[],True,1.0,gorkemk,True,card,24.948,vharmonyadmin,d11,2021-09-20 17:14:36.908999+00:00,2021-09-20 17:40:36.729000+00:00,Vivaldi tiremisu,,True,2021-09-20 17:39:00.925000+00:00,vharmonyadmin,10.0
168,Vivaldi Harmony,adyan,2021-09-20 17:09:34.861999+00:00,[],True,2.0,gorkemk,True,card,26.73,vharmonyadmin,d11,2021-09-20 17:13:25.677999+00:00,2021-09-20 17:40:36.729000+00:00,COFFEE FLAT WHİTE ,,True,2021-09-20 17:39:00.925000+00:00,vharmonyadmin,10.0
169,Vivaldi Harmony,adyan,2021-09-20 17:09:59.526999+00:00,[],True,1.0,gorkemk,True,card,26.73,vharmonyadmin,d11,2021-09-20 17:14:37.717999+00:00,2021-09-20 17:40:36.729000+00:00,SAN SEBASTİAN CHEESECAKE,yanında ,True,2021-09-20 17:39:00.925000+00:00,vharmonyadmin,10.0
170,Vivaldi Harmony,adyan,2021-09-20 17:10:11.977999+00:00,[],True,1.0,gorkemk,True,card,18.0,vharmonyadmin,d3,2021-09-20 17:13:27.546000+00:00,2021-09-20 17:32:21.036000+00:00,EL YAPIMI LİMONATA,,,,,
171,Vivaldi Harmony,adyan,2021-09-20 17:10:14.533999+00:00,[],True,1.0,gorkemk,True,card,18.0,vharmonyadmin,d3,2021-09-20 17:13:28.403000+00:00,2021-09-20 17:32:21.036000+00:00,EL YAPIMI LİMONATA,,,,,
172,Vivaldi Harmony,adyan,2021-09-20 17:10:32.376000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d2,2021-09-20 17:13:18.345000+00:00,2021-09-20 17:47:18.632000+00:00,SİYAH ÇAY,,,,,
173,Vivaldi Harmony,adyan,2021-09-20 17:12:50.210000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d2,2021-09-20 17:14:38.480999+00:00,2021-09-20 17:47:18.632000+00:00,SİYAH ÇAY,,,,,
174,Vivaldi Harmony,adyan,2021-09-20 17:17:39.244999+00:00,[],True,1.0,gorkemk,True,cash,3.0,vharmonyadmin,b2,2021-09-20 17:18:45.500999+00:00,2021-09-20 17:43:32.004000+00:00,SİYAH ÇAY,,True,2021-09-20 17:43:27.736000+00:00,vharmonyadmin,40.0
175,Vivaldi Harmony,adyan,2021-09-20 17:18:46.470999+00:00,[],True,1.0,gorkemk,True,cash,34.5,vharmonyadmin,d1,2021-09-20 17:24:40.398000+00:00,2021-09-20 19:11:28.140000+00:00,SAN SEBASTİAN CHEESECAKE,,True,2021-09-20 17:34:26.532000+00:00,vharmonyadmin,-15.0
176,Vivaldi Harmony,adyan,2021-09-20 17:18:50.687000+00:00,[],True,1.0,gorkemk,True,cash,34.5,vharmonyadmin,d1,2021-09-20 17:24:41.963999+00:00,2021-09-20 19:11:28.140000+00:00,Vivaldi Brownie,,True,2021-09-20 17:34:26.532000+00:00,vharmonyadmin,-15.0
177,Vivaldi Harmony,adyan,2021-09-20 17:19:30.934000+00:00,[],True,1.0,gorkemk,True,cash,23.0,vharmonyadmin,d1,2021-09-20 17:24:43.631000+00:00,2021-09-20 19:11:28.140000+00:00,ÇİLEKLİ LİMONATA,,True,2021-09-20 17:34:26.532000+00:00,vharmonyadmin,-15.0
178,Vivaldi Görükle,vgorukle,2021-09-20 17:20:01.529000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 18:33:02.213000+00:00,SİYAH ÇAY,,,,,
179,Vivaldi Görükle,vgorukle,2021-09-20 17:20:03.065000+00:00,[],True,1.0,,True,card,5.0,vgorukle,b1,,2021-09-20 18:33:02.213000+00:00,SİYAH ÇAY,,,,,
180,Vivaldi Görükle,vgorukle,2021-09-20 17:20:27.235000+00:00,[],True,125.0,,True,card,37.5,vgorukle,b1,,2021-09-20 18:33:02.213000+00:00,EL YAPIMI BELÇİKA ÇİKOLATASI GR,,,,,
181,Vivaldi Görükle,vgorukle,2021-09-20 17:20:37.368000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b7,,2021-09-20 17:41:29.329000+00:00,SİYAH ÇAY,,,,,
182,Vivaldi Görükle,vgorukle,2021-09-20 17:20:38.596000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b7,,2021-09-20 17:41:29.329000+00:00,SİYAH ÇAY,,,,,
183,Vivaldi Görükle,vgorukle,2021-09-20 17:20:39.815000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b7,,2021-09-20 17:41:29.329000+00:00,SİYAH ÇAY,,,,,
184,Vivaldi Harmony,adyan,2021-09-20 17:20:50.573999+00:00,[],True,2.0,gorkemk,True,cash,46.0,vharmonyadmin,d1,2021-09-20 17:24:45.473999+00:00,2021-09-20 19:11:28.140000+00:00,ÇİLEKLİ LİMONATA,,True,2021-09-20 17:34:26.532000+00:00,vharmonyadmin,-15.0
185,Vivaldi Harmony,adyan,2021-09-20 17:21:02.779999+00:00,[],True,1.0,gorkemk,True,cash,18.4,vharmonyadmin,d1,2021-09-20 17:26:30.453999+00:00,2021-09-20 19:11:28.140000+00:00,COFFEE CORTADO ,,True,2021-09-20 17:34:26.532000+00:00,vharmonyadmin,-15.0
186,Vivaldi Harmony,adyan,2021-09-20 17:21:08.720999+00:00,[],True,1.0,gorkemk,True,cash,34.5,vharmonyadmin,d1,2021-09-20 17:25:03.605000+00:00,2021-09-20 19:11:28.140000+00:00,VİVALDİ MUZ,,True,2021-09-20 17:34:26.532000+00:00,vharmonyadmin,-15.0
187,Vivaldi Harmony,adyan,2021-09-20 17:22:04.430000+00:00,[],True,1.0,gorkemk,True,cash,19.0,vharmonyadmin,b4,2021-09-20 17:26:31.552000+00:00,2021-09-20 17:48:59.790000+00:00,SICAK ÇİKOLATA,,,,,
188,Vivaldi Harmony,adyan,2021-09-20 17:26:08.940000+00:00,[],True,1.0,gorkemk,True,card,4.455,vharmonyadmin,d11,2021-09-20 17:29:23.844000+00:00,2021-09-20 17:40:36.729000+00:00,SU,buzlu ,True,2021-09-20 17:39:00.925000+00:00,vharmonyadmin,10.0
189,Vivaldi Harmony,adyan,2021-09-20 17:26:15.910000+00:00,[],True,1.0,gorkemk,True,cash,5.0,vharmonyadmin,d8,2021-09-20 17:29:25.720999+00:00,2021-09-20 19:01:27.536000+00:00,SİYAH ÇAY,,,,,
190,Vivaldi Görükle,vgorukle,2021-09-20 17:27:08.718000+00:00,[],True,210.0,,True,card,63.0,vgorukle,b3,,2021-09-20 17:27:14.220000+00:00,EL YAPIMI BELÇİKA ÇİKOLATASI GR,,,,,
191,Vivaldi Görükle,vgorukle,2021-09-20 17:27:23.096000+00:00,[],True,1.0,,True,cash,18.0,vgorukle,b2,,2021-09-20 17:56:50.951000+00:00,BELGİAN CHOCO FİLTRE KAHVE,,,,,
192,Vivaldi Görükle,vgorukle,2021-09-20 17:27:25.080000+00:00,[],True,1.0,,True,cash,18.0,vgorukle,b2,,2021-09-20 17:56:50.951000+00:00,BELGİAN CHOCO FİLTRE KAHVE,,,,,
193,Vivaldi Görükle,vgorukle,2021-09-20 17:27:29.125000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b2,,2021-09-20 17:56:50.951000+00:00,SU,,,,,
194,Vivaldi Görükle,vgorukle,2021-09-20 17:27:30.406000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b2,,2021-09-20 17:56:50.951000+00:00,SU,,,,,
195,Vivaldi Görükle,vgorukle,2021-09-20 17:27:43.513000+00:00,[],True,1.0,,True,cash,30.0,vgorukle,b9,,2021-09-20 17:58:03.291000+00:00,VİVALDİ BROWNIE,,,,,
196,Vivaldi Görükle,vgorukle,2021-09-20 17:27:48.678000+00:00,[],True,1.0,,True,cash,28.0,vgorukle,b9,,2021-09-20 17:58:03.291000+00:00,Vivaldi Tiramisu,,,,,
197,Vivaldi Görükle,vgorukle,2021-09-20 17:27:51.402000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b9,,2021-09-20 17:58:03.291000+00:00,SİYAH ÇAY,,,,,
198,Vivaldi Görükle,vgorukle,2021-09-20 17:27:52.677000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b9,,2021-09-20 17:58:03.291000+00:00,SİYAH ÇAY,,,,,
199,Vivaldi Görükle,vgorukle,2021-09-20 17:27:56.496000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b9,,2021-09-20 17:58:03.291000+00:00,SU,,,,,
200,Vivaldi Görükle,vgorukle,2021-09-20 17:28:07.475000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b7,,2021-09-20 17:41:29.329000+00:00,SİYAH ÇAY,,,,,
201,Vivaldi Görükle,vgorukle,2021-09-20 17:28:09.142000+00:00,[],True,1.0,,True,cash,5.0,vgorukle,b7,,2021-09-20 17:41:29.329000+00:00,SİYAH ÇAY,,,,,
202,Vivaldi Harmony,adyan,2021-09-20 17:31:10.921999+00:00,[],True,1.0,gorkemk,True,cash,20.0,vharmonyadmin,d1,2021-09-20 17:39:13.280999+00:00,2021-09-20 19:11:28.140000+00:00,ÇİLEKLİ LİMONATA,,,,,
203,Vivaldi Harmony,adyan,2021-09-20 17:31:34.401000+00:00,[],True,1.0,gorkemk,True,cash,14.0,vharmonyadmin,d8,2021-09-20 17:37:26.253000+00:00,2021-09-20 19:01:27.536000+00:00,GELENEKSEL TÜRK KAHVESİ,orta,,,,
204,Vivaldi Harmony,adyan,2021-09-20 17:31:44.335999+00:00,[],True,2.0,gorkemk,True,card,15.3,vharmonyadmin,d7,2021-09-20 17:37:27.177000+00:00,2021-09-20 17:56:23.596000+00:00,Fincan Çay,,True,2021-09-20 17:55:43.099000+00:00,vharmonyadmin,15.0
205,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 17:37:11.982000+00:00,[],True,1.0,,True,cash,30.0,vivaldisoganli,s6,,2021-09-20 17:37:35.838000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
206,Vivaldi Soğanlı,vivaldisoganli,2021-09-20 17:37:16.267999+00:00,[],True,1.0,,True,cash,30.0,vivaldisoganli,s6,,2021-09-20 17:37:35.838000+00:00,VİVALDİ ÇİLEK,,,,,
207,Vivaldi Özlüce,cozluceadmin,2021-09-20 17:38:22.130000+00:00,[],True,2.0,,True,card,28.0,cozluceadmin,b8,,2021-09-20 18:04:13.578000+00:00,GELENEKSEL TÜRK KAHVESİ,,,,,
208,Vivaldi Harmony,adyan,2021-09-20 17:38:28.851000+00:00,[],True,2.0,gorkemk,True,cash,60.0,vharmonyadmin,d16,2021-09-20 17:42:47.621999+00:00,2021-09-20 18:23:43.823000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
209,Vivaldi Özlüce,cozluceadmin,2021-09-20 17:38:34.531000+00:00,[],True,1.0,,True,card,30.0,cozluceadmin,b8,,2021-09-20 18:04:13.578000+00:00,SAN SEBASTİAN CHEESECAKE,,,,,
